Title,Series or Movie,IMDb Score,Genre,Year2
Nitro Circus: The Movie,Movie,6.7,DOCUMENTARY,2012
Katy Perry: Part of Me,Movie,5.9,DOCUMENTARY,2012
Blackfish,Movie,8.1,DOCUMENTARY,2013
The Birth Reborn 3,Movie,8.0,DOCUMENTARY,2013
The Birth Reborn,Movie,8.0,DOCUMENTARY,2013
Mike Birbiglia: My Girlfriends Boyfriend,Movie,8.0,DOCUMENTARY,2013
The Meaning of Monty Python,Movie,7.7,DOCUMENTARY,2013
Fire in the Blood,Movie,7.7,DOCUMENTARY,2013
David Blaine: Real or Magic?,Movie,7.7,DOCUMENTARY,2013
Doug Stanhope: Beer Hall Putsch,Movie,7.6,DOCUMENTARY,2013
From One Second to the Next,Movie,7.4,DOCUMENTARY,2013
The Short Game,Movie,7.4,DOCUMENTARY,2013
20 Feet from Stardom,Movie,7.4,DOCUMENTARY,2013
Russell Brand: Messiah Complex,Movie,7.3,DOCUMENTARY,2013
Kevin Hart: Let Me Explain,Movie,6.8,DOCUMENTARY,2013
Red Obsession,Movie,6.7,DOCUMENTARY,2013
Salmas Big Wish,Movie,6.7,DOCUMENTARY,2013
Hank: Five Years from the Brink,Movie,6.6,DOCUMENTARY,2013
Without Gorky,Movie,6.5,DOCUMENTARY,2013
Sample This,Movie,6.4,DOCUMENTARY,2013
Ralphie May: Imperfectly Yours,Movie,5.5,DOCUMENTARY,2013
One Direction: This Is Us,Movie,4.3,DOCUMENTARY,2013
Virunga,Movie,8.2,DOCUMENTARY,2014
The Square,Movie,8.1,DOCUMENTARY,2014
Trabant at the End of the World,Movie,8.0,DOCUMENTARY,2014
The Battered Bastards of Baseball,Movie,8.0,DOCUMENTARY,2014
Mission Blue,Movie,7.9,DOCUMENTARY,2014
Ronald Goedemondt: De R van Ronald,Movie,7.9,DOCUMENTARY,2014
Tom Segura: Completely Normal,Movie,7.8,DOCUMENTARY,2014
"Monty Python Live (Mostly): One Down, Five to Go",Movie,7.7,DOCUMENTARY,2014
Monty Python: The Meaning of Live,Movie,7.6,DOCUMENTARY,2014
Jim Gaffigan: Obsessed,Movie,7.6,DOCUMENTARY,2014
Enchanted Kingdom,Movie,7.6,DOCUMENTARY,2014
Nowitzki: The Perfect Shot,Movie,7.6,DOCUMENTARY,2014
I Am Divine,Movie,7.6,DOCUMENTARY,2014
Born in Gaza,Movie,7.4,DOCUMENTARY,2014
Jurek,Movie,7.4,DOCUMENTARY,2014
Boundless,Movie,7.3,DOCUMENTARY,2014
I Am Ali,Movie,7.2,DOCUMENTARY,2014
Beltracchi: Die Kunst der Fälschung,Movie,7.2,DOCUMENTARY,2014
Russell Brand: End the Drugs War,Movie,7.2,DOCUMENTARY,2014
E-Team,Movie,7.1,DOCUMENTARY,2014
Roger Waters The Wall,Movie,8.6,DOCUMENTARY,2015
Sense8: Creating the World,Movie,8.6,DOCUMENTARY,2015
Winter on Fire,Movie,8.4,DOCUMENTARY,2015
Cowspiracy,Movie,8.3,DOCUMENTARY,2015
Hitting the Apex,Movie,8.3,DOCUMENTARY,2015
Gardeners of Eden,Movie,8.1,DOCUMENTARY,2015
Going Clear: Scientology and the Prison of Belief,Movie,8.0,DOCUMENTARY,2015
Amy,Movie,7.8,DOCUMENTARY,2015
"What Happened, Miss Simone?",Movie,7.6,DOCUMENTARY,2015
A Grand Night In: The Story of Aardman,Movie,7.6,DOCUMENTARY,2015
Magnificent,Movie,7.6,DOCUMENTARY,2015
Matt & Mou,Movie,7.6,DOCUMENTARY,2015
The Fear of 13,Movie,7.6,DOCUMENTARY,2015
How to Change the World,Movie,7.6,DOCUMENTARY,2015
Aliyah Dada,Movie,7.5,DOCUMENTARY,2015
Eddie - Strongman,Movie,7.5,DOCUMENTARY,2015
Youtube Bazaar,Movie,7.5,DOCUMENTARY,2015
Cartel Land,Movie,7.4,DOCUMENTARY,2015
Tig,Movie,7.4,DOCUMENTARY,2015
Numero Zero. The Roots of Italian Rap,Movie,7.4,DOCUMENTARY,2015
13TH,Movie,8.3,DOCUMENTARY,2016
Weekends,Movie,8.1,DOCUMENTARY,2016
Attacking the Devil: Harold Evans and the Last Nazi War Crime,Movie,8.1,DOCUMENTARY,2016
Spy Nation,Movie,8.0,DOCUMENTARY,2016
Cristina,Movie,8.0,DOCUMENTARY,2016
The Ivory Game,Movie,7.9,DOCUMENTARY,2016
Oasis: Supersonic,Movie,7.9,DOCUMENTARY,2016
Fierce,Movie,7.8,DOCUMENTARY,2016
The Beatles: Eight Days a Week,Movie,7.8,DOCUMENTARY,2016
Ballerina,Movie,7.8,DOCUMENTARY,2016
Unchained: The Untold Story of Freestyle Motocross,Movie,7.8,DOCUMENTARY,2016
Justin Timberlake + the Tennessee Kids,Movie,7.8,DOCUMENTARY,2016
Born in Syria,Movie,7.7,DOCUMENTARY,2016
The Beginning of Life,Movie,7.6,DOCUMENTARY,2016
For the Love of Spock,Movie,7.6,DOCUMENTARY,2016
The Posterist,Movie,7.5,DOCUMENTARY,2016
The White Helmets,Movie,7.5,DOCUMENTARY,2016
Best Worst Thing That Ever Could Have Happened,Movie,7.5,DOCUMENTARY,2016
The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Movie,7.5,DOCUMENTARY,2016
Mapplethorpe: Look at the Pictures,Movie,7.5,DOCUMENTARY,2016
Conspiracy,Movie,9.2,DOCUMENTARY,2017
Roll With Me,Movie,8.6,DOCUMENTARY,2017
Cuba and the Cameraman,Movie,8.3,DOCUMENTARY,2017
LA 92,Movie,8.2,DOCUMENTARY,2017
Lenette van Dongen - Tegenwind,Movie,8.2,DOCUMENTARY,2017
Chasing Coral,Movie,8.1,DOCUMENTARY,2017
A Plastic Ocean,Movie,8.0,DOCUMENTARY,2017
Červená,Movie,8.0,DOCUMENTARY,2017
Faces Places,Movie,7.9,DOCUMENTARY,2017
Icarus,Movie,7.9,DOCUMENTARY,2017
I Am Not Your Negro,Movie,7.9,DOCUMENTARY,2017
Earth: One Amazing Day,Movie,7.8,DOCUMENTARY,2017
89,Movie,7.8,DOCUMENTARY,2017
Let It Fall: Los Angeles 1982-1992,Movie,7.8,DOCUMENTARY,2017
Chavela,Movie,7.8,DOCUMENTARY,2017
Jane,Movie,7.8,DOCUMENTARY,2017
Dance Sports Girls,Movie,7.7,DOCUMENTARY,2017
Bending the Arc,Movie,7.7,DOCUMENTARY,2017
"Jim and Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Movie,7.7,DOCUMENTARY,2017
Hondros,Movie,7.6,DOCUMENTARY,2017
Springsteen on Broadway,Movie,8.5,DOCUMENTARY,2018
Wont You Be My Neighbor?,Movie,8.4,DOCUMENTARY,2018
Taylor Swift reputation Stadium Tour,Movie,8.4,DOCUMENTARY,2018
Hannah Gadsby: Nanette,Movie,8.3,DOCUMENTARY,2018
Intention,Movie,8.3,DOCUMENTARY,2018
The Dawn Wall,Movie,8.1,DOCUMENTARY,2018
El testigo,Movie,8.1,DOCUMENTARY,2018
The Last Animals,Movie,8.1,DOCUMENTARY,2018
Struggle: The Life and Lost Art of Szukalski,Movie,8.0,DOCUMENTARY,2018
"Take the Ball, Pass the Ball",Movie,8.0,DOCUMENTARY,2018
Salam - The First ****** Nobel Laureate,Movie,7.9,DOCUMENTARY,2018
Com a Palavra: Arnaldo Antunes,Movie,7.9,DOCUMENTARY,2018
Caisa,Movie,7.9,DOCUMENTARY,2018
"2,215",Movie,7.8,DOCUMENTARY,2018
McQueen,Movie,7.8,DOCUMENTARY,2018
Betty White: First Lady of Television,Movie,7.8,DOCUMENTARY,2018
The Bleeding Edge,Movie,7.7,DOCUMENTARY,2018
Operation Odessa,Movie,7.7,DOCUMENTARY,2018
Ryuichi Sakamoto: Coda,Movie,7.7,DOCUMENTARY,2018
Devils Freedom,Movie,7.7,DOCUMENTARY,2018
One Girl,Movie,9.1,DOCUMENTARY,2019
Untamed Romania,Movie,8.5,DOCUMENTARY,2019
For Sama,Movie,8.5,DOCUMENTARY,2019
Carta Para Além dos Muros,Movie,8.4,DOCUMENTARY,2019
Our Planet - Behind The Scenes,Movie,8.4,DOCUMENTARY,2019
Jiří Suchý - Tackling Life with Ease,Movie,8.4,DOCUMENTARY,2019
They Shall Not Grow Old,Movie,8.3,DOCUMENTARY,2019
Joy,Movie,8.3,DOCUMENTARY,2019
Dancing with the Birds,Movie,8.3,DOCUMENTARY,2019
Mosul,Movie,8.3,DOCUMENTARY,2019
Apollo 11,Movie,8.2,DOCUMENTARY,2019
The Biggest Little Farm,Movie,8.1,DOCUMENTARY,2019
The Silence of Others,Movie,8.0,DOCUMENTARY,2019
O Barato de Iacanga,Movie,8.0,DOCUMENTARY,2019
The Show Must Go On: The Queen + Adam Lambert Story,Movie,7.9,DOCUMENTARY,2019
SunGanges,Movie,7.8,DOCUMENTARY,2019
Diego Maradona,Movie,7.7,DOCUMENTARY,2019
Invisible Essence: The Little Prince,Movie,7.7,DOCUMENTARY,2019
Brené Brown: The Call to Courage,Movie,7.7,DOCUMENTARY,2019
Of Animals and Men,Movie,7.7,DOCUMENTARY,2019
No Festival,Movie,9.7,DOCUMENTARY,2020
David Attenborough: A Life on Our Planet,Movie,9.0,DOCUMENTARY,2020
Emicida: AmarElo - It’s All For Yesterday,Movie,8.7,DOCUMENTARY,2020
Collective,Movie,8.4,DOCUMENTARY,2020
The Three Deaths of Marisela Escobedo,Movie,8.3,DOCUMENTARY,2020
My Octopus Teacher,Movie,8.3,DOCUMENTARY,2020
Kiss the Ground,Movie,8.3,DOCUMENTARY,2020
Rising Phoenix,Movie,8.1,DOCUMENTARY,2020
Night on Earth: Shot in the Dark,Movie,8.1,DOCUMENTARY,2020
Uppity: The Willy T. Ribbs Story,Movie,8.0,DOCUMENTARY,2020
A Secret Love,Movie,7.9,DOCUMENTARY,2020
Athlete A,Movie,7.7,DOCUMENTARY,2020
ROAD TO ROMA,Movie,7.7,DOCUMENTARY,2020
The Social Dilemma,Movie,7.7,DOCUMENTARY,2020
The Mole Agent,Movie,7.6,DOCUMENTARY,2020
Money Heist: The Phenomenon,Movie,7.5,DOCUMENTARY,2020
Carlos Almaraz: Playing with Fire,Movie,7.5,DOCUMENTARY,2020
Dick Johnson Is Dead,Movie,7.5,DOCUMENTARY,2020
Miss Americana,Movie,7.4,DOCUMENTARY,2020
The Speed Cubers,Movie,7.4,DOCUMENTARY,2020
Pelé,Movie,8.0,DOCUMENTARY,2021
Made You Look: A True Story About Fake Art,Movie,7.0,DOCUMENTARY,2021
Tony Parker: The Final Shot,Movie,6.8,DOCUMENTARY,2021
What Would Sophia Loren Do?,Movie,6.7,DOCUMENTARY,2021
"Crack: Cocaine, Corruption & Conspiracy",Movie,6.6,DOCUMENTARY,2021
Becoming Duru,Movie,6.2,DOCUMENTARY,2021
The Minimalists: Less Is Now,Movie,5.9,DOCUMENTARY,2021
"Strip Down, Rise Up",Movie,5.1,DOCUMENTARY,2021
Shutter Island,Movie,8.2,MYSTERY,2010
The Disappearance of Haruhi Suzumiya,Movie,8.1,MYSTERY,2010
Harry Potter and the Deathly Hallows: Part I,Movie,7.7,MYSTERY,2010
Karthik Calling Karthik,Movie,7.1,MYSTERY,2010
Winters Bone,Movie,7.1,MYSTERY,2010
David Blaine: What Is Magic?,Movie,7.1,MYSTERY,2010
Let Me In,Movie,7.1,MYSTERY,2010
Catfish,Movie,7.1,MYSTERY,2010
Legend of the Guardians: The Owls of GaHoole,Movie,6.9,MYSTERY,2010
Moss,Movie,6.8,MYSTERY,2010
Edge of Darkness,Movie,6.6,MYSTERY,2010
Chloe,Movie,6.3,MYSTERY,2010
Triple Tap,Movie,6.3,MYSTERY,2010
The Losers,Movie,6.3,MYSTERY,2010
All Good Things,Movie,6.3,MYSTERY,2010
Devil,Movie,6.2,MYSTERY,2010
Case 39,Movie,6.2,MYSTERY,2010
Trick the Movie: Psychic Battle Royale,Movie,5.9,MYSTERY,2010
Paranormal Activity 2,Movie,5.6,MYSTERY,2010
A Nightmare on Elm Street,Movie,5.2,MYSTERY,2010
Homeland,Movie,8.3,MYSTERY,2011
Anohana: The Flower We Saw That Day,Movie,8.2,MYSTERY,2011
Harrys Daughters,Movie,8.1,MYSTERY,2011
Harry Potter and the Deathly Hallows: Part 2,Movie,8.1,MYSTERY,2011
The Girl with the Dragon Tattoo,Movie,7.8,MYSTERY,2011
We Need to Talk About Kevin,Movie,7.5,MYSTERY,2011
Hugo,Movie,7.5,MYSTERY,2011
Source Code,Movie,7.5,MYSTERY,2011
Sherlock Holmes: A Game of Shadows,Movie,7.5,MYSTERY,2011
The Hidden Face,Movie,7.4,MYSTERY,2011
The Lincoln Lawyer,Movie,7.3,MYSTERY,2011
The Adventures of Tintin,Movie,7.3,MYSTERY,2011
Super 8,Movie,7.0,MYSTERY,2011
8 первых свиданий,Movie,7.0,MYSTERY,2011
Insidious,Movie,6.8,MYSTERY,2011
Unknown,Movie,6.8,MYSTERY,2011
Cest la vie!,Movie,6.7,MYSTERY,2011
That Girl in Yellow Boots,Movie,6.6,MYSTERY,2011
Puss in Boots,Movie,6.6,MYSTERY,2011
Des vents contraires,Movie,6.5,MYSTERY,2011
Line of Duty,Movie,8.7,MYSTERY,2012
Ju Chang Ban  PSYCHO-PASS saikopasu,Movie,8.2,MYSTERY,2012
Kahaani,Movie,8.1,MYSTERY,2012
Puella Magi Madoka Magica the Movie: Eternal,Movie,8.0,MYSTERY,2012
Puella Magi Madoka Magica the Movie: Beginnings,Movie,7.7,MYSTERY,2012
Another,Movie,7.6,MYSTERY,2012
El Cuerpo,Movie,7.6,MYSTERY,2012
Cloud Atlas,Movie,7.4,MYSTERY,2012
Talaash,Movie,7.2,MYSTERY,2012
"Tinker, Tailor, Soldier, Spy",Movie,7.1,MYSTERY,2012
The Words,Movie,7.0,MYSTERY,2012
ParaNorman,Movie,7.0,MYSTERY,2012
Prometheus,Movie,7.0,MYSTERY,2012
Sinister,Movie,6.8,MYSTERY,2012
Helpless,Movie,6.7,MYSTERY,2012
Cold War,Movie,6.6,MYSTERY,2012
The Bullet Vanishes,Movie,6.6,MYSTERY,2012
The Lucky One,Movie,6.5,MYSTERY,2012
The Raven,Movie,6.4,MYSTERY,2012
The Silent War,Movie,6.2,MYSTERY,2012
Prisoners,Movie,8.1,MYSTERY,2013
Death Can Wait,Movie,7.8,MYSTERY,2013
David Blaine: Real or Magic?,Movie,7.7,MYSTERY,2013
The Hunger Games: Catching Fire,Movie,7.5,MYSTERY,2013
The Conjuring,Movie,7.5,MYSTERY,2013
Now You See Me,Movie,7.3,MYSTERY,2013
Side Effects,Movie,7.1,MYSTERY,2013
The House at the End of Time,Movie,6.8,MYSTERY,2013
Doraemon the Movie: Nobita in the Secret Gadget Museum,Movie,6.8,MYSTERY,2013
Epic,Movie,6.7,MYSTERY,2013
Mayday,Movie,6.7,MYSTERY,2013
Midsummers Equation,Movie,6.6,MYSTERY,2013
Insidious Chapter 2,Movie,6.6,MYSTERY,2013
Youre Next,Movie,6.6,MYSTERY,2013
The Brain Man,Movie,6.5,MYSTERY,2013
Europa Report,Movie,6.4,MYSTERY,2013
9-Month Stretch,Movie,6.4,MYSTERY,2013
Hide and Seek,Movie,6.4,MYSTERY,2013
Ruby Red,Movie,6.2,MYSTERY,2013
6 Souls,Movie,6.1,MYSTERY,2013
Forever,Movie,8.3,MYSTERY,2014
Gone Girl,Movie,8.1,MYSTERY,2014
Girls Revenge,Movie,8.1,MYSTERY,2014
The Best Offer,Movie,7.8,MYSTERY,2014
Who Am I - Kein System Ist Sicher,Movie,7.6,MYSTERY,2014
Naruto Shippuden : Blood Prison,Movie,7.3,MYSTERY,2014
The Snow White Murder Case,Movie,7.0,MYSTERY,2014
Non-Stop,Movie,6.9,MYSTERY,2014
Kill the Messenger,Movie,6.9,MYSTERY,2014
The Babadook,Movie,6.8,MYSTERY,2014
The Maze Runner,Movie,6.8,MYSTERY,2014
The Guest,Movie,6.7,MYSTERY,2014
Divergent,Movie,6.6,MYSTERY,2014
Mindscape,Movie,6.5,MYSTERY,2014
Horns,Movie,6.5,MYSTERY,2014
Oculus,Movie,6.5,MYSTERY,2014
A Walk Among the Tombstones,Movie,6.5,MYSTERY,2014
Muppets Most Wanted,Movie,6.4,MYSTERY,2014
Before I Go to Sleep,Movie,6.4,MYSTERY,2014
Sapphire Blue,Movie,6.3,MYSTERY,2014
Drishyam,Movie,8.2,MYSTERY,2015
Guilty,Movie,8.2,MYSTERY,2015
The Hateful Eight,Movie,7.8,MYSTERY,2015
When Marnie Was There,Movie,7.7,MYSTERY,2015
An Inspector Calls,Movie,7.7,MYSTERY,2015
Sicario,Movie,7.6,MYSTERY,2015
The Fear of 13,Movie,7.6,MYSTERY,2015
Tokyo Ghoul: Jack,Movie,7.4,MYSTERY,2015
School-Live!,Movie,7.2,MYSTERY,2015
Trash,Movie,7.2,MYSTERY,2015
The Massively Mixed-Up Middle School Mystery,Movie,7.2,MYSTERY,2015
Tom at the Farm,Movie,7.0,MYSTERY,2015
It Follows,Movie,6.8,MYSTERY,2015
Ich Seh Ich Seh,Movie,6.7,MYSTERY,2015
The Advocate: A Missing Body,Movie,6.6,MYSTERY,2015
The Phone,Movie,6.6,MYSTERY,2015
Child 44,Movie,6.5,MYSTERY,2015
Crimson Peak,Movie,6.5,MYSTERY,2015
Geomeun sajedeul,Movie,6.4,MYSTERY,2015
Paper Towns,Movie,6.3,MYSTERY,2015
Erased,Movie,8.5,MYSTERY,2016
Sherlock: The Abominable Bride,Movie,8.2,MYSTERY,2016
Hush,Movie,8.0,MYSTERY,2016
U Turn,Movie,7.5,MYSTERY,2016
Kizumonogatari Part 1: Tekketsu,Movie,7.5,MYSTERY,2016
conjuring 2,Movie,7.3,MYSTERY,2016
Department Q: The Keeper of Lost Causes,Movie,7.2,MYSTERY,2016
A Bride for Rip Van Winkle,Movie,7.2,MYSTERY,2016
May God Forgive Us,Movie,7.1,MYSTERY,2016
Rage,Movie,7.1,MYSTERY,2016
Department Q: The Absent One,Movie,7.1,MYSTERY,2016
Department Q: A Conspiracy of Faith,Movie,7.0,MYSTERY,2016
The Witch,Movie,6.9,MYSTERY,2016
Autopsy of Jane Doe,Movie,6.8,MYSTERY,2016
Remember You,Movie,6.6,MYSTERY,2016
Pink and Gray,Movie,6.6,MYSTERY,2016
Midnight Special,Movie,6.6,MYSTERY,2016
The Invitation,Movie,6.6,MYSTERY,2016
Now You See Me 2,Movie,6.5,MYSTERY,2016
Nerve,Movie,6.5,MYSTERY,2016
The Trap,Movie,8.3,MYSTERY,2017
Contratiempo,Movie,8.1,MYSTERY,2017
Blade Runner 2049,Movie,8.0,MYSTERY,2017
Loving Vincent,Movie,7.8,MYSTERY,2017
Wind River,Movie,7.7,MYSTERY,2017
Get Out,Movie,7.7,MYSTERY,2017
Photon,Movie,7.6,MYSTERY,2017
Guardians,Movie,7.4,MYSTERY,2017
Forgotten,Movie,7.4,MYSTERY,2017
Rebecka Martinsson,Movie,7.2,MYSTERY,2017
Ittefaq,Movie,7.2,MYSTERY,2017
Brimstone,Movie,7.1,MYSTERY,2017
The Killing of a Sacred Deer,Movie,7.0,MYSTERY,2017
The Place,Movie,7.0,MYSTERY,2017
Thelma,Movie,7.0,MYSTERY,2017
What Happened to Monday,Movie,6.9,MYSTERY,2017
All the Money in the World,Movie,6.8,MYSTERY,2017
Lens,Movie,6.8,MYSTERY,2017
The Girl in the Fog,Movie,6.8,MYSTERY,2017
A Day,Movie,6.8,MYSTERY,2017
Andhadhun,Movie,8.3,MYSTERY,2018
Manu,Movie,7.9,MYSTERY,2018
Three Identical Strangers,Movie,7.6,MYSTERY,2018
On Body and Soul,Movie,7.6,MYSTERY,2018
Searching,Movie,7.6,MYSTERY,2018
Burning,Movie,7.5,MYSTERY,2018
Homecoming,Movie,7.5,MYSTERY,2018
Hereditary,Movie,7.3,MYSTERY,2018
The Ballad of Buster Scruggs,Movie,7.3,MYSTERY,2018
Black Mirror: Bandersnatch,Movie,7.2,MYSTERY,2018
Sicario: Day of the Soldado,Movie,7.1,MYSTERY,2018
First Reformed,Movie,7.1,MYSTERY,2018
The Witch: Part 1 - The Subversion,Movie,7.1,MYSTERY,2018
Tully,Movie,7.0,MYSTERY,2018
Quién te cantará,Movie,7.0,MYSTERY,2018
I am Jonas,Movie,7.0,MYSTERY,2018
Annihilation,Movie,6.8,MYSTERY,2018
A Simple Favor,Movie,6.8,MYSTERY,2018
You Were Never Really Here,Movie,6.8,MYSTERY,2018
Marrowbone,Movie,6.7,MYSTERY,2018
Ejen Ali The Movie,Movie,8.6,MYSTERY,2019
Article 15,Movie,8.2,MYSTERY,2019
The Blue Elephant 2,Movie,8.2,MYSTERY,2019
Knives Out,Movie,7.9,MYSTERY,2019
Badla,Movie,7.8,MYSTERY,2019
Tell Me Who I Am,Movie,7.6,MYSTERY,2019
The Lighthouse,Movie,7.5,MYSTERY,2019
Code Geass: Lelouch of the Re;Surrection,Movie,7.4,MYSTERY,2019
Mirage,Movie,7.4,MYSTERY,2019
Midsommar,Movie,7.1,MYSTERY,2019
Penguin Highway,Movie,7.1,MYSTERY,2019
Dilili in Paris,Movie,7.0,MYSTERY,2019
Only the Animals,Movie,7.0,MYSTERY,2019
The Highwaymen,Movie,6.9,MYSTERY,2019
Everybody Knows,Movie,6.9,MYSTERY,2019
Us,Movie,6.8,MYSTERY,2019
Motherless Brooklyn,Movie,6.8,MYSTERY,2019
I See You,Movie,6.8,MYSTERY,2019
Cinayet Süsü,Movie,6.7,MYSTERY,2019
Freaks,Movie,6.7,MYSTERY,2019
Andhaghaaram,Movie,7.6,MYSTERY,2020
Raat Akeli Hai,Movie,7.3,MYSTERY,2020
The Invisible Man,Movie,7.1,MYSTERY,2020
Forensic,Movie,6.6,MYSTERY,2020
Enola Holmes,Movie,6.6,MYSTERY,2020
WHAT DID JACK DO?,Movie,6.5,MYSTERY,2020
Altered Carbon: Resleeved,Movie,6.5,MYSTERY,2020
Bulbbul,Movie,6.5,MYSTERY,2020
Agatha and the Truth of Murder,Movie,6.3,MYSTERY,2020
Spenser Confidential,Movie,6.2,MYSTERY,2020
Color Out of Space,Movie,6.2,MYSTERY,2020
Lost Girls,Movie,6.1,MYSTERY,2020
Unknown Origins,Movie,6.1,MYSTERY,2020
RELIC,Movie,6.0,MYSTERY,2020
Horse Girl,Movie,5.9,MYSTERY,2020
Marionette,Movie,5.9,MYSTERY,2020
Spirit Riding Free: Ride Along Adventure,Movie,5.9,MYSTERY,2020
Sweetheart,Movie,5.8,MYSTERY,2020
Vivarium,Movie,5.8,MYSTERY,2020
The Vanished,Movie,5.7,MYSTERY,2020
The Yin-Yang Master: Dream Of Eternity,Movie,6.3,MYSTERY,2021
The Vigil,Movie,5.5,MYSTERY,2021
Tucker and Dale vs. Evil,Movie,7.5,HORROR,2010
Let Me In,Movie,7.1,HORROR,2010
Trollhunter,Movie,7.0,HORROR,2010
We Are the Night,Movie,6.2,HORROR,2010
Case 39,Movie,6.2,HORROR,2010
Devil,Movie,6.2,HORROR,2010
The Boy Who Cried Werewolf,Movie,6.0,HORROR,2010
Resident Evil: Afterlife,Movie,5.8,HORROR,2010
The Wolfman,Movie,5.8,HORROR,2010
Cool Gel Attacks,Movie,5.6,HORROR,2010
Paranormal Activity 2,Movie,5.6,HORROR,2010
AdÃº,Movie,5.3,HORROR,2010
Legion,Movie,5.3,HORROR,2010
A Nightmare on Elm Street,Movie,5.2,HORROR,2010
Primal,Movie,4.9,HORROR,2010
Still,Movie,4.4,HORROR,2010
Metamorphosis,Movie,3.6,HORROR,2010
รรง Harfliler: Marid,Movie,3.5,HORROR,2010
The Skin I Live In,Movie,7.6,HORROR,2011
Cold Fish,Movie,7.1,HORROR,2011
Spellbound,Movie,6.9,HORROR,2011
Guilty of Romance,Movie,6.8,HORROR,2011
Insidious,Movie,6.8,HORROR,2011
The Awakening,Movie,6.5,HORROR,2011
Laddaland,Movie,6.3,HORROR,2011
I Spit on Your Grave,Movie,6.3,HORROR,2011
My Babysitters a Vampire,Movie,6.2,HORROR,2011
Red State,Movie,6.2,HORROR,2011
The Thing,Movie,6.2,HORROR,2011
Grave Encounters,Movie,6.1,HORROR,2011
Scream 4,Movie,6.1,HORROR,2011
The Rite,Movie,6.0,HORROR,2011
Final Destination 5,Movie,5.8,HORROR,2011
The Reef,Movie,5.8,HORROR,2011
Paranormal Activity 3,Movie,5.8,HORROR,2011
Priest,Movie,5.7,HORROR,2011
Dont Be Afraid of the Dark,Movie,5.6,HORROR,2011
Red Riding Hood,Movie,5.5,HORROR,2011
Hole in the Wall,Movie,8.9,HORROR,2012
Another,Movie,7.6,HORROR,2012
The Cabin in the Woods,Movie,7.0,HORROR,2012
Sinister,Movie,6.8,HORROR,2012
Lesson of the Evil,Movie,6.6,HORROR,2012
The Woman in Black,Movie,6.4,HORROR,2012
Underworld: Awakening,Movie,6.4,HORROR,2012
Helter Skelter,Movie,6.3,HORROR,2012
Dark Shadows,Movie,6.2,HORROR,2012
Solomon Kane,Movie,6.1,HORROR,2012
Blood-C: The Last Dark,Movie,6.1,HORROR,2012
Torihada: The Movie,Movie,6.0,HORROR,2012
The Tall Man,Movie,5.9,HORROR,2012
The Possession,Movie,5.9,HORROR,2012
The Pact,Movie,5.8,HORROR,2012
D@bbe: Demon Possession,Movie,5.8,HORROR,2012
House at the End of the Street,Movie,5.6,HORROR,2012
I Miss U,Movie,5.6,HORROR,2012
Silent Night,Movie,5.2,HORROR,2012
Grave Encounters 2,Movie,5.1,HORROR,2012
Berserk: The Golden Age Arc III - The Advent,Movie,7.9,HORROR,2013
The Conjuring,Movie,7.5,HORROR,2013
Pee Mak,Movie,7.3,HORROR,2013
Only Lovers Left Alive,Movie,7.3,HORROR,2013
World War Z,Movie,7.0,HORROR,2013
Dabbe: Ci̇n Çarpmasi,Movie,6.8,HORROR,2013
The House at the End of Time,Movie,6.8,HORROR,2013
Warm Bodies,Movie,6.8,HORROR,2013
The Call,Movie,6.7,HORROR,2013
Abe,Movie,6.7,HORROR,2013
The Call,Movie,6.7,HORROR,2013
The Call,Movie,6.7,HORROR,2013
Youre Next,Movie,6.6,HORROR,2013
Insidious Chapter 2,Movie,6.6,HORROR,2013
Evil Dead,Movie,6.5,HORROR,2013
Byzantium,Movie,6.5,HORROR,2013
Hide and Seek,Movie,6.4,HORROR,2013
The Battery,Movie,6.4,HORROR,2013
Dark Skies,Movie,6.3,HORROR,2013
American Mary,Movie,6.3,HORROR,2013
Attack on Titan Crimson Bow and Arrow,Movie,7.5,HORROR,2014
Naruto Shippuden : Blood Prison,Movie,7.3,HORROR,2014
The Babadook,Movie,6.8,HORROR,2014
Oculus,Movie,6.5,HORROR,2014
As the Gods Will,Movie,6.4,HORROR,2014
The Purge: Anarchy,Movie,6.4,HORROR,2014
Dracula Untold,Movie,6.3,HORROR,2014
Under the Skin,Movie,6.3,HORROR,2014
Countdown,Movie,6.3,HORROR,2014
13 Sins,Movie,6.3,HORROR,2014
Open Grave,Movie,6.2,HORROR,2014
Pizza,Movie,6.2,HORROR,2014
Siccin,Movie,6.2,HORROR,2014
"As Above, So Below",Movie,6.2,HORROR,2014
Deliver Us from Evil,Movie,6.2,HORROR,2014
Wolf Creek 2,Movie,6.1,HORROR,2014
B-Day!,Movie,6.1,HORROR,2014
Dabbe 5: Zehr-i Cin,Movie,6.0,HORROR,2014
That Demon Within,Movie,6.0,HORROR,2014
The Couple,Movie,5.9,HORROR,2014
Attack on Titan: The Wings of Freedom,Movie,7.8,HORROR,2015
Tokyo Ghoul: Jack,Movie,7.4,HORROR,2015
School-Live!,Movie,7.2,HORROR,2015
It Follows,Movie,6.8,HORROR,2015
Ich Seh Ich Seh,Movie,6.7,HORROR,2015
