Year,Original,Series or Movie,Writer,Title,First_Writer,Films,Writers,Rating,Genre
2020.0,0.0,Movie,Trivikram Srinivas,In Ala Vaikunthapurram,Trivikram Srinivas,1,1,7.1,DRAMA
2018.0,0.0,Movie,"Ho-min Ju, Yong-hwa Kim",Along with the Gods: The Last 49 Days,Ho-min Ju,1,1,7.1,DRAMA
2010.0,0.0,Movie,Kôtarô Isaka,Golden Slumber,Kôtarô Isaka,1,1,7.1,THRILLER
2019.0,0.0,Movie,"Sandeep Reddy Vanga, Garima Wahal, Siddharth-Garima, Siddharth Singh",Kabir Singh,Sandeep Reddy Vanga,1,1,7.1,DRAMA
2021.0,0.0,Series,Yûki Yaku,Bottom-Tier Character Tomozaki,Yûki Yaku,1,1,7.1,DRAMA
2011.0,0.0,Movie,"Latif Yahia, Emjay Rechsteiner, Michael Thomas",The Devils Double,Latif Yahia,1,1,7.1,BIOGRAPHY
2018.0,0.0,Movie,"Will Collins, Damien O'Connor, Frank McCourt",Angelas Christmas,Will Collins,1,1,7.1,FAMILY
2015.0,0.0,Movie,Anthony Lucero,East Side Sushi,Anthony Lucero,1,1,7.1,DRAMA
2015.0,0.0,Movie,"David Nicholls, Thomas Hardy",Far from the Madding Crowd,David Nicholls,1,1,7.1,DRAMA
2011.0,0.0,Movie,"Farhan Akhtar, Rajshri Sudhakar, Javed Akhtar, Salim Khan, Ameet Mehta",Don 2,Farhan Akhtar,1,1,7.1,ACTION
2013.0,0.0,Movie,Scott Z. Burns,Side Effects,Scott Z. Burns,1,1,7.1,MYSTERY
2017.0,0.0,Movie,"Pamela Gray, Annie Mumolo, Tim Lovestedt",Megan Leavey,Pamela Gray,1,1,7.1,DRAMA
2015.0,0.0,Movie,"Chris Morgan, Gary Scott Thompson",Furious 7,Chris Morgan,1,1,7.1,ADVENTURE
2015.0,0.0,Movie,"Edmond Wong, Lai-Yin Leung, Tai-lee Chan",Ip Man 3,Edmond Wong,1,1,7.1,DRAMA
2016.0,0.0,Movie,"Todd Phillips, Guy Lawson, Jason Smilovic, Stephen Chin",Arms and the Dudes,Todd Phillips,1,1,7.1,DRAMA
2017.0,0.0,Movie,Angela Robinson,Professor Marston and the Wonder Women,Angela Robinson,1,1,7.1,DRAMA
2016.0,0.0,Movie,"Stephanie Saul, Matthew Michael Carnahan, David Rohde, Matthew Sand, David Barstow",Deepwater Horizon,Stephanie Saul,1,1,7.1,DRAMA
2018.0,0.0,Movie,Cem Yilmaz,Arif V 216,Cem Yilmaz,1,1,7.1,COMEDY
2015.0,0.0,Movie,Jaswinder Bancil,Sir Alex Ferguson: Secrets of Success,Jaswinder Bancil,1,1,7.1,BIOGRAPHY
2015.0,0.0,Series,John McNamara,Aquarius,John McNamara,1,1,7.1,CRIME
2015.0,0.0,Series,Dunja Gry Jensen,Norskov,Dunja Gry Jensen,1,1,7.1,CRIME
2019.0,1.0,Series,Kevin Hench,Mr. Iglesias,Kevin Hench,1,1,7.1,COMEDY
2017.0,0.0,Movie,"Clemens Meyer, Paul Salisbury, Thomas Stuber",A Heavy Heart,Clemens Meyer,1,1,7.1,DRAMA
2018.0,0.0,Movie,Taylor Sheridan,Sicario: Day of the Soldado,Taylor Sheridan,1,1,7.1,CRIME
2014.0,0.0,Movie,"Bong Joon Ho, Kelly Masterson, Jean-Marc Rochette, Benjamin Legrand, Jacques Lob",Snowpiercer,Bong Joon Ho,1,1,7.1,DRAMA
2014.0,0.0,Series,Nick Santora,Scorpion,Nick Santora,1,1,7.1,THRILLER
2015.0,0.0,Movie,"Chris Morgan, Gary Scott Thompson",Furious 7,Chris Morgan,1,1,7.1,THRILLER
2017.0,0.0,Movie,Bridget Williams,Walk Away from Love,Bridget Williams,1,1,7.1,ROMANCE
2013.0,1.0,Series,"Lee Shipman, Brian McGreevy",Hemlock Grove,Lee Shipman,1,1,7.1,THRILLER
2019.0,0.0,Series,"Daniel Posada, Zayre Ferrer",Tijuana,Daniel Posada,1,1,7.1,DRAMA
2016.0,0.0,Movie,"Daniel Maciel, Marcelo Aleixo Machado, Marcelo Rubens Paiva, Afonso Poyart",Stronger Than The World,Daniel Maciel,1,1,7.1,ACTION
2015.0,0.0,Series,Andrew Dillon,Danger Mouse,Andrew Dillon,1,1,7.1,FAMILY
2011.0,0.0,Movie,"Richard Matheson, Jeremy Leven, Dan Gilroy, John Gatins",Real,Richard Matheson,1,1,7.1,SCI-FI
2020.0,0.0,Series,Jason George,Into the Night,Jason George,1,1,7.1,DRAMA
2011.0,0.0,Series,"Oi Wah Lam, Joyce Chan",Dragons Dogma,Oi Wah Lam,1,1,7.1,CRIME
2015.0,0.0,Movie,"P.J. Hogan, Rosalie Ham, Jocelyn Moorhouse",The Dressmaker,P.J. Hogan,1,1,7.1,COMEDY
2011.0,0.0,Movie,"Grant Heslov, Beau Willimon, George Clooney",The Ides of March,Grant Heslov,1,1,7.1,DRAMA
2019.0,0.0,Movie,"Makoto Ueda, Tomihiko Morimi",Penguin Highway,Makoto Ueda,1,1,7.1,ADVENTURE
2020.0,0.0,Movie,Trivikram Srinivas,In Ala Vaikunthapurram,Trivikram Srinivas,1,1,7.1,ACTION
2016.0,0.0,Movie,Brad Desch,Fathers and Daughters,Brad Desch,1,1,7.1,DRAMA
2017.0,0.0,Movie,"Ferenc Török, Gábor T. Szántó",1945,Ferenc Török,1,1,7.1,DRAMA
2020.0,0.0,Series,"Loris Kramer Lunsford, Jason Netter",StarBeam,Loris Kramer Lunsford,1,1,7.1,COMEDY
2012.0,0.0,Movie,"Shotaro Ishinomori, Shôji Yonemura",Kamen Rider × Super Sentai Super Hero Taisen,Shotaro Ishinomori,1,1,7.1,SCI-FI
2020.0,0.0,Movie,Kelly O'Sullivan,Saint Frances,Kelly O'Sullivan,1,1,7.1,COMEDY
2017.0,0.0,Movie,Martin Koolhoven,Brimstone,Martin Koolhoven,1,1,7.1,DRAMA
2020.0,0.0,Movie,Leigh Whannell,The Invisible Man,Leigh Whannell,1,1,7.1,HORROR
2019.0,0.0,Movie,Ari Aster,Midsommar,Ari Aster,1,1,7.1,HORROR
2017.0,0.0,Movie,"Claus Räfle, Alejandra López",The Invisibles,Claus Räfle,1,1,7.1,DRAMA
2019.0,0.0,Movie,Se-yeong Bae,Extreme Job,Se-yeong Bae,1,1,7.1,CRIME
2011.0,0.0,Movie,"Carina Landau, Wolfgang Limmer, Jan Drbohlav, Josef Urban, Juraj Herz",Habermann,Carina Landau,1,1,7.1,ROMANCE
2014.0,0.0,Movie,"Tijs van Marle, Moniek Kramer",Lucia de B.,Tijs van Marle,1,1,7.1,BIOGRAPHY
2014.0,0.0,Movie,Jeremy Saulnier,Blue Ruin,Jeremy Saulnier,1,1,7.1,CRIME
2012.0,0.0,Movie,"Byung-gil Jung, Won-Chan Hong, Dong-kyu Kim",Confession of Murder,Byung-gil Jung,1,1,7.1,CRIME
2016.0,0.0,Movie,Pieter Derks,Pieter Derks: Zo Goed Als Nieuw,Pieter Derks,1,1,7.1,DOCUMENTARY
2016.0,0.0,Movie,"Anna Waterhouse, Joe Shrapnel",Race,Anna Waterhouse,1,1,7.1,DRAMA
2016.0,0.0,Movie,Garth Jennings,Sing,Garth Jennings,1,1,7.1,ANIMATION
2010.0,0.0,Movie,Vijay Lalwani,Karthik Calling Karthik,Vijay Lalwani,1,1,7.1,MYSTERY
2010.0,0.0,Movie,"Sameer, Anjum Rajabali, Prakash Jha",Raajneeti,Sameer,1,1,7.1,THRILLER
2020.0,0.0,Movie,Mateusz Pacewicz,The Hater,Mateusz Pacewicz,1,1,7.1,THRILLER
2018.0,0.0,Movie,Hoon-jung Park,The Witch: Part 1 - The Subversion,Hoon-jung Park,1,1,7.1,MYSTERY
2017.0,0.0,Movie,"Tomoko Yoshida, Yoru Sumino",Let Me Eat Your Pancreas,Tomoko Yoshida,1,1,7.1,ROMANCE
2010.0,0.0,Movie,"Sang-il Lee, Shûichi Yoshida",Villain,Sang-il Lee,1,1,7.1,ROMANCE
2019.0,0.0,Movie,Robby Ertanto,Ave Maryam,Robby Ertanto,1,1,7.1,ROMANCE
2019.0,0.0,Movie,Robby Ertanto,Ave Maryam,Robby Ertanto,1,1,7.1,DRAMA
2016.0,0.0,Series,Garth Jennings,Sing Yesterday for Me,Garth Jennings,1,1,7.1,ANIMATION
2020.0,0.0,Movie,Leigh Whannell,The Invisible Man,Leigh Whannell,1,1,7.1,MYSTERY
2013.0,0.0,Movie,Yeong-ah Yoo,My Paparotti,Yeong-ah Yoo,1,1,7.1,DRAMA
2016.0,0.0,Movie,Ivona Juka,You Carry Me,Ivona Juka,1,1,7.1,DRAMA
2018.0,0.0,Movie,Taylor Sheridan,Sicario: Day of the Soldado,Taylor Sheridan,1,1,7.1,THRILLER
2011.0,0.0,Movie,"Nicholas Stoller, Jason Segel, Jim Henson",The Muppets,Nicholas Stoller,1,1,7.1,COMEDY
2011.0,0.0,Movie,"Latif Yahia, Emjay Rechsteiner, Michael Thomas",The Devils Double,Latif Yahia,1,1,7.1,THRILLER
2018.0,0.0,Movie,Vir Das,Vir Das: Losing It,Vir Das,1,1,7.1,COMEDY
2014.0,0.0,Movie,"Han-min Kim, Cheol-Hong Jeon",The Admiral: Roaring Currents,Han-min Kim,1,1,7.1,WAR
2014.0,0.0,Movie,"Frank Cottrell Boyce, Eric Lomax, Andy Paterson",The Railway Man,Frank Cottrell Boyce,1,1,7.1,WAR
2014.0,0.0,Series,"Bong Joon Ho, Kelly Masterson, Jean-Marc Rochette, Benjamin Legrand, Jacques Lob",Snowpiercer,Bong Joon Ho,1,1,7.1,DRAMA
2015.0,0.0,Movie,"Craig Bolotin, Nicholas Sparks",The Longest Ride,Craig Bolotin,1,1,7.1,ROMANCE
2018.0,0.0,Series,Jackie Cockle,Learning Time with Timmy,Jackie Cockle,1,1,7.1,ANIMATION
2018.0,0.0,Movie,"Daisuke Igarashi, Seong-gu Hwang",Little Forest,Daisuke Igarashi,1,1,7.1,DRAMA
2011.0,0.0,Movie,Jirí Vejdelek,Men in Hope,Jirí Vejdelek,1,1,7.1,ROMANCE
2010.0,0.0,Movie,Kôtarô Isaka,Golden Slumber,Kôtarô Isaka,1,1,7.1,DRAMA
2016.0,0.0,Movie,Garth Jennings,Sing,Garth Jennings,1,1,7.1,COMEDY
2019.0,0.0,Movie,"Michael Schneider, Kazuki Nakashima",Promare,Michael Schneider,1,1,7.1,DRAMA
2014.0,0.0,Movie,Dennis Lehane,The Drop,Dennis Lehane,1,1,7.1,CRIME
2012.0,0.0,Movie,Jeff Dunham,Jeff Dunham: Minding the Monsters,Jeff Dunham,1,1,7.1,COMEDY
2016.0,0.0,Movie,Taryn Brumfitt,Embrace,Taryn Brumfitt,1,1,7.1,DOCUMENTARY
2014.0,0.0,Series,Nick Santora,Scorpion,Nick Santora,1,1,7.1,DRAMA
2020.0,0.0,Movie,Paul Solet,Tread,Paul Solet,1,1,7.1,DOCUMENTARY
2015.0,0.0,Movie,Jane Preston,Gascoigne,Jane Preston,1,1,7.1,BIOGRAPHY
2010.0,0.0,Movie,José Antônio de Souza,Reflexões de um Liquidificador,José Antônio de Souza,1,1,7.1,THRILLER
2020.0,0.0,Movie,Trivikram Srinivas,In Ala Vaikunthapurram,Trivikram Srinivas,1,1,7.1,COMEDY
2016.0,0.0,Movie,Paul McEvoy,Kung Fu Panda: Secrets of the Scroll,Paul McEvoy,1,1,7.1,ANIMATION
2016.0,0.0,Movie,"Isabel Peña, Rodrigo Sorogoyen",May God Forgive Us,Isabel Peña,1,1,7.1,ACTION
2016.0,0.0,Movie,"Tsutomu Kuroiwa, Hiroya Oku",Gantz:O,Tsutomu Kuroiwa,1,1,7.1,THRILLER
2015.0,0.0,Movie,"Vasudhorn Piyaromna, Thodsapon Thiptinnakorn, Chayanop Boonprakob, Nottapon Boonprakob",May Who?,Vasudhorn Piyaromna,1,1,7.1,ROMANCE
2014.0,0.0,Movie,Justin Lader,The One I Love,Justin Lader,1,1,7.1,THRILLER
2012.0,0.0,Movie,Jong-bin Yoon,Nameless Gangster: Rules of the Time,Jong-bin Yoon,1,1,7.1,DRAMA
2014.0,0.0,Movie,"Bianca B. Bernardino, Carmi Raymundo, Charlene Grace Bernardo",Shes Dating the Gangster,Bianca B. Bernardino,1,1,7.1,DRAMA
2019.0,0.0,Series,Blaz Kutin,Lara,Blaz Kutin,1,1,7.1,DRAMA
2020.0,0.0,Series,"Loris Kramer Lunsford, Jason Netter",StarBeam,Loris Kramer Lunsford,1,1,7.1,ADVENTURE
2015.0,0.0,Movie,"David Nicholls, Thomas Hardy",Far from the Madding Crowd,David Nicholls,1,1,7.1,ROMANCE
2012.0,0.0,Movie,John Bishop,John Bishop Live: The Rollercoaster Tour,John Bishop,1,1,7.1,COMEDY
2011.0,0.0,Movie,Sung-hyun Yoon,Bleak Night,Sung-hyun Yoon,1,1,7.1,DRAMA
2016.0,0.0,Series,Garth Jennings,Sing Yesterday for Me,Garth Jennings,1,1,7.1,MUSIC
2018.0,0.0,Movie,"Will Collins, Damien O'Connor, Frank McCourt",Angelas Christmas,Will Collins,1,1,7.1,ANIMATION
2017.0,0.0,Movie,"Hiro Mashima, Shôji Yonemura",劇場版 フェアリーテイル DRAGON CRY,Hiro Mashima,1,1,7.1,ANIMATION
2010.0,0.0,Movie,Kôtarô Isaka,Golden Slumber,Kôtarô Isaka,1,1,7.1,ACTION
2018.0,0.0,Movie,"Noriko Morishita, Tatsushi Ohmori",Every Day A Good Day,Noriko Morishita,1,1,7.1,DRAMA
2012.0,0.0,Movie,"Minoru Furuya, Sion Sono",Himizu,Minoru Furuya,1,1,7.1,CRIME
2012.0,0.0,Movie,"David Ondrícek, Misha Votruba, Marek Epstein",In the Shadow,David Ondrícek,1,1,7.1,DRAMA
2014.0,0.0,Movie,"Frank Cottrell Boyce, Eric Lomax, Andy Paterson",The Railway Man,Frank Cottrell Boyce,1,1,7.1,ROMANCE
2011.0,0.0,Movie,"Nicholas Stoller, Jason Segel, Jim Henson",The Muppets,Nicholas Stoller,1,1,7.1,MUSIC
2020.0,0.0,Series,"Loris Kramer Lunsford, Jason Netter",StarBeam,Loris Kramer Lunsford,1,1,7.1,SCI-FI
2013.0,0.0,Movie,"Ayan Mukherjee, Hussain Dalal",Yeh Jawaani Hai Deewani,Ayan Mukherjee,1,1,7.1,DRAMA
2019.0,0.0,Movie,Sebastian Maniscalco,Sebastian Maniscalco: Stay Hungry,Sebastian Maniscalco,1,1,7.1,COMEDY
2020.0,0.0,Movie,"Nicolas Gueilburt, Gianfranco Quattrini, Matías Gueilburt",Guillermo Vilas: Settling the Score,Nicolas Gueilburt,1,1,7.1,DOCUMENTARY
2021.0,1.0,Movie,Kata Wéber,Pieces of a Woman,Kata Wéber,1,1,7.1,DRAMA
2011.0,0.0,Movie,"Oi Wah Lam, Joyce Chan",Dragon,Oi Wah Lam,1,1,7.1,CRIME
2013.0,1.0,Series,"Lee Shipman, Brian McGreevy",Hemlock Grove,Lee Shipman,1,1,7.1,DRAMA
2019.0,0.0,Movie,"Kristin Parreño Barrameda, Jaime Habac Jr.",Sakaling Maging Tayo,Kristin Parreño Barrameda,1,1,7.1,ROMANCE
2013.0,0.0,Movie,"Dick van den Heuvel, Carry Slee, Maria Peters",Spijt,Dick van den Heuvel,1,1,7.1,MUSIC
2017.0,0.0,Movie,"Mary Bredin, Jeff Borkin, Frank Falcone, Samuel Borkson, Bill Schultz, Arturo Sandoval",True: Grabbleapple Harvest,Mary Bredin,1,1,7.1,ANIMATION
2012.0,0.0,Movie,"Hiro Mashima, Masashi Sogo, John Burgmeier, Tyler Walker, Monica Rial",Fairy Tail the Movie: Phoenix Priestess,Hiro Mashima,1,1,7.1,ACTION
2014.0,0.0,Movie,"Bianca B. Bernardino, Carmi Raymundo, Charlene Grace Bernardo",Shes Dating the Gangster,Bianca B. Bernardino,1,1,7.1,ROMANCE
2016.0,0.0,Movie,"Daniel Chuba, Xuan Liang",Big Fish and Begonia,Daniel Chuba,1,1,7.1,FANTASY
2016.0,0.0,Movie,Steven Knight,Allied,Steven Knight,1,1,7.1,ROMANCE
2019.0,0.0,Movie,"Billy Corben, David Cypkin",Screwball,Billy Corben,1,1,7.1,DOCUMENTARY
2015.0,0.0,Series,"Ryan Murphy, Brad Falchuk, Ian Brennan",Scream Queens,Ryan Murphy,1,1,7.1,MYSTERY
2018.0,0.0,Movie,Taylor Sheridan,Sicario: Day of the Soldado,Taylor Sheridan,1,1,7.1,ACTION
2017.0,0.0,Movie,"Hiro Mashima, Shôji Yonemura",劇場版 フェアリーテイル DRAGON CRY,Hiro Mashima,1,1,7.1,COMEDY
2019.0,0.0,Movie,"Sandeep Reddy Vanga, Garima Wahal, Siddharth-Garima, Siddharth Singh",Kabir Singh,Sandeep Reddy Vanga,1,1,7.1,ROMANCE
2010.0,0.0,Movie,"Anne Rosellini, Debra Granik, Daniel Woodrell",Winters Bone,Anne Rosellini,1,1,7.1,DRAMA
2019.0,0.0,Movie,"Catherine Paillé, Jean-Bernard Marlin",Shéhérazade,Catherine Paillé,1,1,7.1,ROMANCE
2013.0,0.0,Movie,Byung-woo Kim,The Terror Live,Byung-woo Kim,1,1,7.1,THRILLER
2014.0,0.0,Movie,Errol Morris,The Unknown Known,Errol Morris,1,1,7.1,DOCUMENTARY
2017.0,0.0,Movie,"Alim Sudio, Asma Nadia, Manoj Punjabi, Hanung Bramantyo",Surga Yang Tak Dirindukan 2,Alim Sudio,1,1,7.1,ROMANCE
2019.0,0.0,Movie,Stephen Merchant,Fighting with My Family,Stephen Merchant,1,1,7.1,BIOGRAPHY
2016.0,0.0,Movie,"Jocelyn Clarke, Peter Foott, Hilary Rose",The Young Offenders,Jocelyn Clarke,1,1,7.1,ADVENTURE
2014.0,0.0,Movie,Dennis Lehane,The Drop,Dennis Lehane,1,1,7.1,THRILLER
2011.0,0.0,Movie,"Yoshiki Takahashi, Sion Sono",Cold Fish,Yoshiki Takahashi,1,1,7.1,CRIME
2012.0,0.0,Movie,"Fumio Moriya, Shûichi Okita",The Woodsman and the Rain,Fumio Moriya,1,1,7.1,COMEDY
2020.0,1.0,Movie,Jack Fincher,MANK,Jack Fincher,1,1,7.1,DRAMA
2015.0,0.0,Movie,"Vasudhorn Piyaromna, Thodsapon Thiptinnakorn, Chayanop Boonprakob, Nottapon Boonprakob",May Who?,Vasudhorn Piyaromna,1,1,7.1,FANTASY
2011.0,0.0,Movie,"Grant Heslov, Beau Willimon, George Clooney",The Ides of March,Grant Heslov,1,1,7.1,THRILLER
2014.0,0.0,Series,Nick Santora,Scorpion,Nick Santora,1,1,7.1,ACTION
2013.0,0.0,Movie,"Ui-seok Jo, Kin-Yee Au, Nai-Hoi Yau",Cold Eyes,Ui-seok Jo,1,1,7.1,CRIME
2011.0,0.0,Movie,J.C. Chandor,Margin Call,J.C. Chandor,1,1,7.1,DRAMA
2014.0,0.0,Movie,"Cheryl Strayed, Nick Hornby",Wild,Cheryl Strayed,1,1,7.1,ADVENTURE
2015.0,0.0,Movie,Jane Preston,Gascoigne,Jane Preston,1,1,7.1,DOCUMENTARY
2010.0,0.0,Movie,"Ned Vizzini, Ryan Fleck, Anna Boden",Its Kind of a Funny Story,Ned Vizzini,1,1,7.1,ROMANCE
2015.0,0.0,Movie,Tom Williams,Kajaki: The True Story,Tom Williams,1,1,7.1,BIOGRAPHY
2012.0,0.0,Movie,"Byung-gil Jung, Won-Chan Hong, Dong-kyu Kim",Confession of Murder,Byung-gil Jung,1,1,7.1,THRILLER
2015.0,0.0,Movie,"Olivier Guez, Lars Kraume, Brian Cordray",The People vs. Fritz Bauer,Olivier Guez,1,1,7.1,BIOGRAPHY
2015.0,0.0,Movie,"Vanessa R. Valdez, John Raphael Gonzaga, Iris Lacap, Roumella Monge, Kookai Labayen, Gilliann Ebreo",Everyday I Love You,Vanessa R. Valdez,1,1,7.1,ROMANCE
2014.0,0.0,Movie,Justin Lader,The One I Love,Justin Lader,1,1,7.1,ROMANCE
2015.0,0.0,Movie,Kurumi Inui,Initiation Love,Kurumi Inui,1,1,7.1,ROMANCE
2013.0,0.0,Movie,"Ayan Mukherjee, Hussain Dalal",Yeh Jawaani Hai Deewani,Ayan Mukherjee,1,1,7.1,ROMANCE
2013.0,0.0,Movie,"Don Heck, Warren Ellis, Shane Black, Drew Pearce, Jack Kirby, Larry Lieber, Adi Granov, Stan Lee",Iron Man 3,Don Heck,1,1,7.1,SCI-FI
2011.0,0.0,Movie,"Farhan Akhtar, Rajshri Sudhakar, Javed Akhtar, Salim Khan, Ameet Mehta",Don 2,Farhan Akhtar,1,1,7.1,CRIME
2013.0,0.0,Movie,"Amitoj Mann, Sardar Sohi, Jaswant Singh Kanwal",Haani,Amitoj Mann,1,1,7.1,ROMANCE
2014.0,0.0,Series,"Jean-Louis Vandestoc, David Michel",LoliRock,Jean-Louis Vandestoc,1,1,7.1,ANIMATION
2016.0,0.0,Movie,"Harold Manning, Philippe Djian, David Birke",Elle,Harold Manning,1,1,7.1,CRIME
2016.0,0.0,Movie,"Peter Middleton, James Spinney",Notes on Blindness,Peter Middleton,1,1,7.1,DOCUMENTARY
2019.0,0.0,Movie,Se-yeong Bae,Extreme Job,Se-yeong Bae,1,1,7.1,COMEDY
2016.0,0.0,Movie,"Jonathan Aibel, Glenn Berger",Kung Fu Panda 3,Jonathan Aibel,1,1,7.1,COMEDY
2010.0,0.0,Series,"Alain Chabat, Thomas Balmès",Babies,Alain Chabat,1,1,7.1,DOCUMENTARY
2020.0,0.0,Series,Thordur Palsson,The Valhalla Murders,Thordur Palsson,1,1,7.1,THRILLER
2015.0,0.0,Series,"Ryan Murphy, Brad Falchuk, Ian Brennan",Scream Queens,Ryan Murphy,1,1,7.1,COMEDY
2010.0,0.0,Movie,Will Fetters,Remember Me,Will Fetters,1,1,7.1,ROMANCE
2012.0,0.0,Movie,"John Wagner, Alex Garland, Carlos Ezquerra",Dredd,John Wagner,1,1,7.1,CRIME
2016.0,0.0,Movie,"Doug Jung, Gene Roddenberry, Simon Pegg",Star Trek Beyond,Doug Jung,1,1,7.1,THRILLER
2014.0,0.0,Movie,Jeff Dunham,Jeff Dunham: All Over the Map,Jeff Dunham,1,1,7.1,COMEDY
2010.0,0.0,Movie,James Spector,David Blaine: What Is Magic?,James Spector,1,1,7.1,MYSTERY
2011.0,0.0,Movie,"Peter Baynham, Sarah Smith",Arthur Christmas,Peter Baynham,1,1,7.1,FAMILY
2016.0,0.0,Movie,"Isabel Peña, Rodrigo Sorogoyen",May God Forgive Us,Isabel Peña,1,1,7.1,CRIME
2013.0,1.0,Series,"Lee Shipman, Brian McGreevy",Hemlock Grove,Lee Shipman,1,1,7.1,MYSTERY
2010.0,0.0,Movie,"Francesco Piccolo, Francesco Bruni, Paolo Virzì",The First Beautiful Thing,Francesco Piccolo,1,1,7.1,DRAMA
2011.0,0.0,Movie,"Nicholas Stoller, Jason Segel, Jim Henson",The Muppets,Nicholas Stoller,1,1,7.1,ADVENTURE
2011.0,0.0,Movie,"Richard Matheson, Jeremy Leven, Dan Gilroy, John Gatins",Real,Richard Matheson,1,1,7.1,ACTION
2019.0,1.0,Series,Christopher Keyser,The Society,Christopher Keyser,1,1,7.1,MYSTERY
2016.0,0.0,Movie,"Tsutomu Kuroiwa, Hiroya Oku",Gantz:O,Tsutomu Kuroiwa,1,1,7.1,FANTASY
2016.0,0.0,Movie,"Harold Manning, Philippe Djian, David Birke",Elle,Harold Manning,1,1,7.1,THRILLER
2016.0,0.0,Movie,"Christy Beam, Randy Brown",Miracles from Heaven,Christy Beam,1,1,7.1,DRAMA
2016.0,0.0,Movie,"Jonathan Aibel, Glenn Berger",Kung Fu Panda 3,Jonathan Aibel,1,1,7.1,FANTASY
2019.0,0.0,Movie,"Michael Schneider, Kazuki Nakashima",Promare,Michael Schneider,1,1,7.1,ACTION
2015.0,0.0,Movie,"Je-Yeong Kim, Harry Segall",Wonderful Nightmare,Je-Yeong Kim,1,1,7.1,FANTASY
2018.0,0.0,Movie,"Carlos Acosta, Paul Laverty",Yuli,Carlos Acosta,1,1,7.1,DRAMA
2011.0,0.0,Movie,"Carina Landau, Wolfgang Limmer, Jan Drbohlav, Josef Urban, Juraj Herz",Habermann,Carina Landau,1,1,7.1,WAR
2010.0,0.0,Movie,"Nicholas Fackler, Tim Kasher","Lovely, Still",Nicholas Fackler,1,1,7.1,ROMANCE
2014.0,0.0,Movie,"Han-min Kim, Cheol-Hong Jeon",The Admiral: Roaring Currents,Han-min Kim,1,1,7.1,ACTION
2012.0,0.0,Movie,"Kay Cannon, Mickey Rapkin",Pitch Perfect,Kay Cannon,1,1,7.1,MUSIC
2019.0,0.0,Movie,Ji-woo Jung,Tune in for Love,Ji-woo Jung,1,1,7.1,ROMANCE
2011.0,0.0,Movie,Jirí Vejdelek,Men in Hope,Jirí Vejdelek,1,1,7.1,COMEDY
2014.0,0.0,Movie,Justin Lader,The One I Love,Justin Lader,1,1,7.1,DRAMA
2014.0,0.0,Movie,Dennis Lehane,The Drop,Dennis Lehane,1,1,7.1,DRAMA
2016.0,0.0,Movie,"Daniel Chuba, Xuan Liang",Big Fish and Begonia,Daniel Chuba,1,1,7.1,ANIMATION
2017.0,0.0,Movie,"Mary Bredin, Jeff Borkin, Frank Falcone, Samuel Borkson, Bill Schultz, Arturo Sandoval",True: Grabbleapple Harvest,Mary Bredin,1,1,7.1,SHORT
2019.0,0.0,Movie,Ari Aster,Midsommar,Ari Aster,1,1,7.1,THRILLER
2017.0,0.0,Movie,S. Craig Zahler,Brawl in Cell Block 99,S. Craig Zahler,1,1,7.1,DRAMA
2011.0,0.0,Movie,"Nicholas Stoller, Jason Segel, Jim Henson",The Muppets,Nicholas Stoller,1,1,7.1,FAMILY
2011.0,0.0,Movie,J.C. Chandor,Margin Call,J.C. Chandor,1,1,7.1,THRILLER
2010.0,0.0,Movie,"Francesco Piccolo, Francesco Bruni, Paolo Virzì",The First Beautiful Thing,Francesco Piccolo,1,1,7.1,COMEDY
2011.0,0.0,Movie,"Yoshiki Takahashi, Sion Sono",Cold Fish,Yoshiki Takahashi,1,1,7.1,DRAMA
2013.0,0.0,Movie,Yeong-ah Yoo,My Paparotti,Yeong-ah Yoo,1,1,7.1,BIOGRAPHY
2016.0,0.0,Movie,Manolo Caro,La Vida Inmoral de la Pareja Ideal,Manolo Caro,1,1,7.1,COMEDY
2013.0,0.0,Movie,Rajesh Touchriver,Naa Bangaaru Talli,Rajesh Touchriver,1,1,7.1,THRILLER
2016.0,0.0,Movie,"Todd Phillips, Guy Lawson, Jason Smilovic, Stephen Chin",Arms and the Dudes,Todd Phillips,1,1,7.1,COMEDY
2018.0,0.0,Movie,"Carlos Acosta, Paul Laverty",Yuli,Carlos Acosta,1,1,7.1,MUSIC
2016.0,0.0,Movie,"Nikolaj Arcel, Rasmus Heisterberg, Mikkel Nørgaard, Jussi Adler-Olsen",Department Q: The Absent One,Nikolaj Arcel,1,1,7.1,CRIME
2015.0,0.0,Movie,"Felix Herngren, Jonas Jonasson, Hans Ingemansson",The 100-Year-Old Man Who Climbed Out of the Window and Disappeared,Felix Herngren,1,1,7.1,ADVENTURE
2020.0,0.0,Movie,Mateusz Pacewicz,The Hater,Mateusz Pacewicz,1,1,7.1,DRAMA
2011.0,0.0,Movie,"Peter Baynham, Sarah Smith",Arthur Christmas,Peter Baynham,1,1,7.1,ADVENTURE
2018.0,0.0,Movie,Cem Yilmaz,Arif V 216,Cem Yilmaz,1,1,7.1,FANTASY
2013.0,0.0,Movie,Rajesh Touchriver,Naa Bangaaru Talli,Rajesh Touchriver,1,1,7.1,FAMILY
2015.0,0.0,Movie,"Chris Morgan, Gary Scott Thompson",Furious 7,Chris Morgan,1,1,7.1,ACTION
